location,price,precio_estimado,diferencia_pct,sobrevaluado,subvaluado,m2,recamaras,banos,Lujo,Amueblado,colonia
"Tecnológico, Monterrey",12000,11991.908576924683,0.06747402236610417,False,False,110.0,2.0,1.0,0,1,Tecnológico
"Jardines Roma, Monterrey",13500,14084.145849610459,-4.147541894609215,False,False,80.0,,,0,0,Jardines Roma
"Monterrey Centro, Monterrey",19000,20687.40051611052,-8.15665803345587,False,False,58.0,1.0,1.0,1,0,Monterrey Centro
"Monterrey, Nuevo León",31000,31401.884493506084,-1.2798101132726414,False,False,126.0,2.0,3.0,0,1,Monterrey
"Centro, Monterrey",22000,21958.060886561703,0.19099643477153957,False,False,54.0,1.0,1.0,0,0,Centro
"Valle Alto, Monterrey",25000,24628.670191673467,1.5077135932904444,False,False,200.0,2.0,2.0,1,0,Valle Alto
"Colinas de San Jerónimo, Monterrey",23500,35860.6481582356,-34.468557577916805,False,True,158.0,3.0,2.0,0,0,Colinas de San Jerónimo
"Centro, Monterrey",21500,22118.804013888344,-2.797637763324811,False,False,47.0,2.0,1.0,1,1,Centro
"Monterrey, Nuevo León",24800,24898.699583861613,-0.39640457337613877,False,False,78.0,2.0,2.0,0,1,Monterrey
"Satélite 6 Sector Acueducto, Monterrey",6500,6514.069890289286,-0.2159923139642817,False,False,30.0,1.0,1.0,0,1,Satélite 6 Sector Acueducto
"Centro, Monterrey",18000,18835.5479553522,-4.436016182448113,False,False,65.0,2.0,2.0,1,0,Centro
"Centro, Monterrey",19500,19380.19866191162,0.6181636224597999,False,False,48.0,1.0,1.0,1,0,Centro
"San Jerónimo, Monterrey",29500,29343.606143045952,0.5329742233849846,False,False,140.0,3.0,2.0,0,0,San Jerónimo
"Tecnológico, Monterrey",33000,32071.06372801906,2.8964934866484313,False,False,110.0,2.0,2.0,1,1,Tecnológico
"Lomas, Monterrey",12000,12071.755810915509,-0.5944107223460061,False,False,25.0,1.0,1.0,0,1,Lomas
"Centro, Monterrey",26990,26176.88666616278,3.106226283541506,False,False,,,,1,0,Centro
"Vista Hermosa, Monterrey",14500,14374.889626944581,0.8703397125283612,False,False,65.0,1.0,1.0,1,1,Vista Hermosa
"Centro, Monterrey",23500,21503.012039804835,9.28701503072446,False,False,76.0,2.0,2.0,1,0,Centro
"San Jerónimo, Monterrey",33500,26335.425338429242,27.205084290459702,True,False,125.0,2.0,2.0,0,0,San Jerónimo
"Centro, Monterrey",29000,23845.768534332386,21.614868307753273,True,False,75.0,2.0,2.0,1,0,Centro
"Centro, Monterrey",26000,25341.60861267882,2.598064698196683,False,False,90.0,2.0,2.0,0,0,Centro
"Empleados SFEO, Monterrey",35000,36329.774732856786,-3.660288957569925,False,False,80.0,2.0,2.0,1,1,Empleados SFEO
"Centro, Monterrey",23000,23078.002594401598,-0.33799543128797566,False,False,56.0,2.0,2.0,0,0,Centro
"San Jerónimo, Monterrey",38000,36075.567402386376,5.334448592723518,False,False,190.0,3.0,3.0,1,0,San Jerónimo
"Colinas de San Jerónimo, Monterrey",45000,44418.632070376065,1.3088379865071633,False,False,142.0,3.0,2.0,1,1,Colinas de San Jerónimo
"Del Paseo Residencial, Monterrey",40000,40056.91655369893,-0.14208920355272692,False,False,90.0,2.0,2.0,1,0,Del Paseo Residencial
"Chepevera, Monterrey",23500,22305.63469268303,5.354545269715012,False,False,120.0,2.0,2.0,0,0,Chepevera
"Rincón de La Primavera 2 Sector, Monterrey",9600,9361.316143809587,2.549682678415355,False,False,40.0,1.0,1.0,0,1,Rincón de La Primavera 2 Sector
"Colinas de San Jerónimo, Monterrey",27000,26395.25271291699,2.2911214136133875,False,False,60.0,1.0,1.0,1,1,Colinas de San Jerónimo
"Mitras Centro, Monterrey",30300,28223.427704890968,7.357619056133189,False,False,85.0,2.0,2.0,1,1,Mitras Centro
"Privada Fundadores, Monterrey",42300,41955.332473332004,0.8215106551403836,False,False,140.0,2.0,2.0,0,0,Privada Fundadores
"Lomas de Montecristo, Monterrey",40000,39666.32782825063,0.8411975345792596,False,False,140.0,3.0,3.0,0,0,Lomas de Montecristo
"Ladrillera, Monterrey",26500,26598.314334711904,-0.3696261856098138,False,False,60.0,1.0,1.0,0,1,Ladrillera
"Del Carmen, Monterrey",34000,34040.52776732291,-0.11905740004951122,False,False,136.0,2.0,2.0,1,1,Del Carmen
"Mitras Centro, Monterrey",8000,7925.83918151935,0.9356841185166935,False,False,150.0,1.0,1.0,0,0,Mitras Centro
"Campestre Mederos, Monterrey",28500,28555.120229345295,-0.19303098324429296,False,False,133.0,2.0,3.0,1,0,Campestre Mederos
"Centro, Monterrey",22000,21733.46031999768,1.226402404761413,False,False,2665.0,2.0,2.0,1,1,Centro
"San Jemo 1 Sector, Monterrey",45000,45171.488809964,-0.3796394904880218,False,False,320.0,3.0,3.0,0,1,San Jemo 1 Sector
"Centro, Monterrey",25000,25039.499320209135,-0.15774804321768512,False,False,95.0,3.0,2.0,1,0,Centro
"Ladrillera, Monterrey",35800,35416.47476721453,1.0829006424448058,False,False,72.0,2.0,2.0,1,0,Ladrillera
"Santa María, Monterrey",30000,31128.117815358233,-3.624111878687486,False,False,100.0,2.0,2.0,0,0,Santa María
"Centro, Monterrey",25000,25266.196847158448,-1.0535691175396882,False,False,77.0,2.0,2.0,1,0,Centro
"Monterrey Centro, Monterrey",26000,27296.161902261978,-4.748513387717589,False,False,97.0,2.0,2.0,1,1,Monterrey Centro
"Ladrillera, Monterrey",24900,24571.15392492317,1.3383420090143774,False,False,46.0,1.0,1.0,1,0,Ladrillera
"Obispado, Monterrey",24000,26939.536303721914,-10.911606905853807,False,False,70.0,2.0,2.0,1,1,Obispado
"Monterrey Centro, Monterrey",21654,21224.65957764685,2.0228377316605757,False,False,23.0,2.0,1.0,0,0,Monterrey Centro
"Centro, Monterrey",23500,25560.51962273205,-8.061336988233766,False,False,,,,1,1,Centro
"Las Cumbres 2 Sector, Monterrey",13000,12931.826628554994,0.527175111476292,False,False,,,,0,1,Las Cumbres 2 Sector
"Privada Fundadores, Monterrey",43000,44526.55331130903,-3.428411133994752,False,False,140.0,3.0,3.0,0,0,Privada Fundadores
"Mitras Centro, Monterrey",18500,18710.444562832876,-1.1247437874934878,False,False,50.0,1.0,1.0,1,0,Mitras Centro
